,Unnamed: 0,Unnamed: 0.1,name,text
917,917,2,ジュゴン,体は 水の 抵抗が 少ない。 流線型。 寒くなるほど 元気が 出てくる。
918,918,3,ジュゴン,冷たい 氷の 上で 寝るのが 大好き。 昔 氷山で 眠る 姿を 見た 船乗りが 人魚と 間違えた。
919,919,4,ジュゴン,全身が 真っ白な 体毛に おおわれているため 雪の 中では 天敵に 見つからないのだ。
920,920,5,ジュゴン,流線型の 体は 水の 抵抗も 少なく 8ノットの スピードで 冷たい 海を泳ぐ。
921,921,6,ジュゴン,8ノットの 速度で 海を 泳ぎ 獲物である ポケモンを 探す。 特に ヨワシが 大好物。
922,922,7,ジュゴン,食事の 後は 砂浜で 日光浴を している。 体温を あげて 消化を よく するのだ。
923,923,0,ベトベター,月からの エックス線を 浴びた ヘドロが ベトベターに 変化した。 汚いモノが 大好物。
924,924,1,ベトベター,汚い 場所に 現れる。 工場が 流す ヘドロ 廃液を 飲んで 生きている。
925,925,2,ベトベター,ヘドロが 固まって 生まれた。 臭くて さわることが できないし 通った跡には 草も 生えない。
926,926,3,ベトベター,なにより ゴミが 好き。 たちまち 消化して 綺麗に 輝く 毒素の 結晶を 作りだす。
927,927,4,ベトベター,ドロドロ ブヨブヨした 体は どんなに 細い すき間にも 入り込むことが できる。 下水管に 潜って 汚い 水を 飲む。
928,928,5,ベトベター,汚染された 海底の ヘドロから 生まれた。 汚い ものが 大好きで 体中から バイキンだらけの 液体を 垂れ流している。
929,929,6,ベトベター,ドブ川の ヘドロが 月からの エックス線を 浴びて 生まれた。 汚い 場所に 現われる。
930,930,7,ベトベター,ヘドロが ポケモンに なった。 汚い 場所に 集まって 体の ばい菌を 増やしていく。
931,931,8,ベトベター,工場が 垂れ流す ヘドロの 廃液が 主な エサ なのだ。 最近は 数が 減ってきた。
932,932,9,ベトベター,ゴミ問題を 解決 するため よそから 持ちこんだ ベトベターが いつのまにか この姿に なった。
933,933,10,ベトベター,月からの X線を 浴びた ヘドロが 変化し 誕生。 身体の ばい菌が 減ると 死ぬ。
934,934,11,ベトベター,結晶は 毒素の 塊。ベトベターの 身体から 落ちると 死に至る 毒素が 漏れだすぞ。
935,935,12,ベトベター,海底の ヘドロから 生まれた。 清潔な 場所では 体内の ばい菌が 増やせず 死んでしまう。
936,936,13,ベトベター,アローラの ゴミ処分場 には 100匹前後が 棲んでいる。 みな たくさん ゴミを 食う 働きもの。
937,937,14,ベトベター,最近は 工場が 流す 廃液が 綺麗で エサが ない。 じき 絶滅すると いわれている。
938,938,15,ベトベター,ゴミ問題を 解決 するために アローラに 連れて こられた。 どんな ゴミでも 美味そうに 平らげる。
939,939,0,ベトベトン,とっても 臭い! 気絶するほど 強烈だが ベトベトンは 鼻が 退化して 臭いを 感じない。
940,940,1,ベトベトン,大好物の ゴミを たらふく いただいた ベトベトンほど 体の 模様が 鮮やかに 色づくのだ。
941,941,2,ベトベトン,ヘドロが たまる 臭い 場所を 好んで 集まってくるので あたりは 一層 臭くなる。
942,942,3,ベトベトン,体から 染み出している 体液は 鼻が 曲がるほど 強烈な 臭いを 放つ。 1滴で プールの水が 濁り 臭いだす。
943,943,4,ベトベトン,汚い ものが 大好物なので ゴミを 道端に 捨てる ような 人が 住んでいる 街には ベトベトンが 集まってくるぞ。
944,944,5,ベトベトン,体から 猛毒の 体液が 染み出ている。 その 液に 触れた 草木は あっというまに 枯れる。
945,945,6,ベトベトン,とっても くさい! 体の 成分は 猛毒で ベトベトンが 通ると どんな 草木も 枯れる。
946,946,7,ベトベトン,とにかく 鼻が 曲がるほど 臭い。 だが 一部には それがいいと いう ベトベトンマニアも 存在する。
947,947,8,ベトベトン,やたら 鮮やかな 身体の 色は 喰らった ゴミが 体内で 常に 化学変化を 起こしているから。
948,948,9,ベトベトン,環境が 整備された 最近は めっきり 姿を みなくなった。 いずれ 絶滅すると いわれている。
949,949,10,ベトベトン,意外に 大人しく なつくが 餌の ゴミを ずっと あげていないと 家の 家具を 壊して 喰らいだす。
950,950,11,ベトベトン,エサが 減って 数も 激減。 絶滅を 防ぐため 人工の ヘドロ池が 作られ始めた。
951,951,12,ベトベトン,体内にある 毒の 種類は 100以上。 毒と 毒の 化学反応が 命の 源。
952,952,13,ベトベトン,病原菌を まき散らすので 駆除 し続けた 結果 数が 激減して しまった。
953,953,14,ベトベトン,キバや ツメに 見えるのは 毒素の 結晶。 触れるだけで 毒に 侵されるので 近付くのは 危険。
954,954,0,シェルダー,硬い 殻は どんな 攻撃も 跳ね返す。開いたときに 中を 攻撃されると 弱い。
955,955,1,シェルダー,硬い 殻は どんな 攻撃も 跳ねかえす。 開いたときに 中を 攻撃されると 弱い。
956,956,2,シェルダー,どんな 攻撃にも 耐える 硬いカラだが 開くと 柔らかい 中身が むきだしになる。
957,957,3,シェルダー,2枚の殻を 開けたり 閉じたり することで 後ろ向きに 泳ぐ。 そのスピードは けっこう 速い。
958,958,4,シェルダー,殻で 挟みこむのは やわらかい 中身を さらけ出すので 一か八かの 手段なのだ。
959,959,5,シェルダー,夜に なると 大きな ベロで 海底の 砂に 穴を 掘り その中で 眠る。 カラを 閉じて 眠るが ベロは 出したまま。
960,960,6,シェルダー,2枚の 殻を 開け閉めすることで 後ろ向きに 泳ぐ。 どんなときでも 大きな ベロは 出しっぱなし。
961,961,7,シェルダー,殻の 硬度は ダイヤモンドを 超える。 昔の人は カラを 集めて 盾を 造っていた。
962,962,8,シェルダー,常に 出しっぱなしの ベロを 器用に 使って 海底の 砂を 掘り起し 餌を 探す。
963,963,9,シェルダー,カラの 中に たまった 砂は やがて 真珠に 変わるが 邪魔 なので 吐き出して 捨てる。
964,964,10,シェルダー,カラを 閉じているときも ベロだけは 出しっぱなし。 強く 引っ張ると 驚き カラを 開いてしまうよ。
965,965,0,パルシェン,殻が 非常に 硬く ナパーム弾でも 壊せない。攻撃するときだけ 開く。
966,966,1,パルシェン,ダイヤモンドよりも 硬いカラで 守るだけでなく ついている トゲを 飛ばしてくるので かなり 手ごわい。
967,967,2,パルシェン,いちど 殻を 閉じてしまうと どんな 怪力の 持ち主でも 開けることは 不可能だ。
968,968,3,パルシェン,潮の 流れが 激しい 海に 生息している パルシェンの 殻のトゲは 大きく 鋭い。
969,969,4,パルシェン,飲み込んだ 海水を 後ろへ 勢い よく 噴射する ことで 海の 中を 泳ぐ。 トゲを 発射する 仕組みも 同じ。
970,970,5,パルシェン,殻を しっかりと 閉じて 身を 守りながら トゲを 飛ばして 敵を 撃退する 戦法。
971,971,6,パルシェン,硬い殻は ナパーム弾 でも 砕けない。 カラの 中味の 正体は 未だ 不明。
972,972,7,パルシェン,殻から 抜けた トゲで 造った ヤリが 狩猟民族の 古墳から たくさん 出土する。
973,973,8,パルシェン,とても 硬いカラを 持つ。 カラに ついた キズは 次第に 盛り上がり 大きく 鋭いトゲへと 育つ。
974,974,9,パルシェン,ヤドンの シッポが 大好物。 ときには 陸に はいあがってまで ヤドンを 探すことも あるほど。
975,975,0,ゴース,古くなって 誰も 住まなくなった 建物に 発生するらしい。 形は あいまいで ガスのよう。
976,976,1,ゴース,薄い ガスのような 体で どこにでも 忍びこむが 風が 吹くと 吹きとばされる。
977,977,2,ゴース,ガスでできた 薄い 体は どんな 大きさの 相手も 包みこみ 息の根を 止める。
978,978,3,ゴース,強風を 受けると ガス状の 体は みるみる 吹き飛ばされ 小さくなって しまう。 風を 避けた ゴースが 軒下に 集まる。
979,979,4,ゴース,ガスから 生まれた 生命体。 毒を含んだ ガスの 体に 包まれると だれでも 気絶する。
980,980,5,ゴース,廃墟に なった 建物に 怪しい光が 灯っていたら そこに ゴースが 潜んでいる。
981,981,6,ゴース,その姿は ほとんど みえないが ゴースが 近くに 現れると 微かに 甘い 匂いが する。
982,982,7,ゴース,墓場で 発生する ガスに 怨念が 宿るうち やがて ポケモンに なったと いわれている。
983,983,8,ゴース,身体の 95パーセントは 毒ガス。 残りの 5パーセントは 毒ガスで 死んだ者の 魂だと いわれる。
984,984,0,ゴースト,暗闇で だれもいないのに 見られているような 気がしたら そこに ゴーストが いるのだ。
985,985,1,ゴースト,なめられると 命を 吸われる。 体が 震えて 止まらなくなり やがては 死に 至るという。
986,986,2,ゴースト,ガス状の 舌で なめられると 体の 震えが 止まらなくなり やがては 死 に いたるという。
987,987,3,ゴースト,闇に 浮かぶ ゴーストが 手招きしても 絶対に 近寄っては いけないよ。 ペロリと なめられ 命を 吸われてしまうぞ。
988,988,4,ゴースト,ガス状の 舌で なめられると 魂を 取られてしまう。闇に 隠れて 獲物を ねらう。
989,989,5,ゴースト,暗闇から 人間を 狙う。 冷たい 舌に 舐められると 日に日に 弱り 死に 至る。
990,990,6,ゴースト,光に おびえ 闇夜を 好む。 夜中も 明るい 都会では 絶滅の 危機に あるという。
991,991,7,ゴースト,月のない 夜。 ゴーストは 呪う 相手を 探しているので 出歩かない 方が いいぞ。
992,992,8,ゴースト,悲しい 気持ちの 夜は 1人で 外に 出ると 危険。 ゴーストに 捕まり 家に 帰れなくなる。
993,993,0,ゲンガー,山で 遭難したとき 命を 奪いに 暗闇から 現れることが あるという。
994,994,1,ゲンガー,命を 狙い 罠を 張る。 口の 前に 立つと 大切な 人が 呼ぶ 声が 聞こえる。
995,995,2,ゲンガー,満月の夜 影が 勝手に 動きだして 笑うのは ゲンガーの しわざに 違いない。
996,996,3,ゲンガー,呪いの エネルギーに 満ちている。 巨大な 口の 向こう側は あの世へと 続いているという。
997,997,4,ゲンガー,とつぜん 寒気を 感じるとき ゲンガーが 近くにいる。もしかして 呪いを かけるかも しれない。
998,998,5,ゲンガー,異次元を 通って どこにでも 現れる。 壁から 足だけ 飛び出した ときは 騒ぎになった。
999,999,6,ゲンガー,夜中 人の 陰に 潜りこみ 少しずつ 体温を 奪う。ねらわれると 寒気が 止まらない。
1000,1000,7,ゲンガー,真夜中 街灯の 灯りで できた 影が 自分を 追い越して いくのは ゲンガーが 影に 成りすまして 走って いくからだ。
1001,1001,8,ゲンガー,物陰に 姿を 隠す。ゲンガーの 潜んでいる 部屋は 温度が 5度 下がるといわれる。
1002,1002,9,ゲンガー,暗闇に 浮かぶ 笑顔の 正体は 人に 呪いを かけて 喜ぶ ゲンガーだ。
1003,1003,10,ゲンガー,突然 寒気に 襲われたら ゲンガーに 狙われた 証拠。 逃げる術は ないので 諦めろ。
1004,1004,11,ゲンガー,ゲンガーの 絆は いびつ。 ゲンガーが 獲物として 狙う 相手としか 芽生えないとも。
1005,1005,12,ゲンガー,人間の 命を 狙うのは ゲンガーは 人の 成れの果てで 道連れを つくるためらしい。
1006,1006,13,ゲンガー,メガシンカの エネルギーで 覚醒。 異次元に 潜って 攻撃の チャンスを じっと 伺っている。
1007,1007,14,ゲンガー,悪い子の ところには ゲンガーが やってくる という 言い伝えは 世界中で 聞くことが できる。
1008,1008,15,ゲンガー,すべての ものの 命を 狙う。 主で ある トレーナーにさえ 呪いを かけようと 狙っているぞ。
1009,1009,16,ゲンガー,自宅に いても 危険。 部屋の 隅に できた わずかな 暗がりに 潜み 獲物を 狙っている。
1010,1010,17,ゲンガー,メガシンカに よって 異次元への アクセスが 可能に。 全身が あやしい パワーに 満ち満ちている。
1011,1011,0,イワーク,普段は 土の中に 住んでいる。地中を 時速80キロで 掘りながら エサを 探す。
1012,1012,1,イワーク,地中を ものすごい 勢いで 掘りすすみ エサを 探す。通った 跡は ディグダの 住処になる。
1013,1013,2,イワーク,大きく 丈夫な 体を くねらせ よじらせ 時速80キロで 地面を 勢いよく 掘り進む。
1014,1014,3,イワーク,地中を 掘り進みながら いろんな 硬いものを 取り込み 頑丈な 体をつくる。
1015,1015,4,イワーク,脳みそに 磁石が あるので 土の 中を 掘り 進んでいても 方向を 間違えない。 年を 取るほど 体は 丸みを 帯びる。
1016,1016,5,イワーク,大きな 岩をも 食らいながら 地面の中を 掘り進む。そのスピードは 時速80キロ。
1017,1017,6,イワーク,大きな 口を 開けて たくさんの 土を 飲みこみながら 長い トンネルを つくっていく。
1018,1018,7,イワーク,地中を ものすごい 勢いで 掘り進み エサを 探す。通った 跡は ディグダの 住みかになる。
1019,1019,0,スリープ,眠らせては 夢を 食べるが 悪い 夢ばかり 食べてると お腹を 壊すことが あるらしい。
1020,1020,1,スリープ,いつも 一緒に 眠ってみると ときどき 昔 食べたユメを 見せてくれる 夜がある。
1021,1021,2,スリープ,楽しい 夢を 見ていたはずなのに どんな夢か 思い出せないとき。 きっと スリープに 食べられたのだ。
1022,1022,3,スリープ,眠っているとき キミの 鼻が ムズムズしたら まくら元に 立った スリープが 鼻の 穴から 夢を 食べようとしている 合図。
1023,1023,4,スリープ,突き出た 鼻を ひくひくさせると 見ている 夢が わかるという。 大好物は 楽しい 夢だ。
1024,1024,5,スリープ,夢を 喰らって 生きる ポケモン。 ムンナや ムシャーナと 共通の 祖先を 持つと 考えられている。
1025,1025,6,スリープ,こと 楽しい夢は 美味いらしい。 なつくと 一番 美味しかった 夢を みせてくれることも あるよ。
1026,1026,7,スリープ,レジャー施設の 近くで 姿を 見かける。 その晩 子どもが 見る 楽しいユメを 狙って いるのだ。
1027,1027,8,スリープ,獲物を 眠らせ 見ている ユメを 喰らう。 悪いユメは すっぱくて あまり 好んで 食べないらしい。
1028,1028,0,スリーパー,振り子のようなものを 持ち歩く。 子供に 催眠術を かけて どこかへ 連れ去る 事件があった。
1029,1029,1,スリーパー,うっかり 出会ったときは 目を そらさないと 危険。手に もった 振り子で 眠らされてしまう。
1030,1030,2,スリーパー,手に 持っている 振り子 の 動きと 輝きが 相手を 深い 催眠状態に 落とす。 獲物を 探しながら 振り子を 磨いている。
1031,1031,3,スリーパー,振り子を 目の前で ゆらされると たった今 目覚めたばかりの 人も 3秒後には 眠ってしまう。
1032,1032,4,スリーパー,非常に 危険な ポケモンだが 安眠を 求める 人々には 救世主と 呼ばれている。
1033,1033,5,スリーパー,出会った者を 取りあえず 眠らせ その夢を 味見。 いい夢を 見ていたら そのまま 連れ去る。
1034,1034,6,スリーパー,アローラに 暮らす スリーパーの ターゲットは 主に ネッコアラ。 人は あまり 被害に あわない。
1035,1035,7,スリーパー,夜に 眠れない 人の ために 病院で お医者さんの 手伝いをする スリーパーも いる。
1036,1036,0,クラブ,海の 近くで 見つかる。 大きな ハサミは もぎとっても あとから また 生えてくる。
1037,1037,1,クラブ,強力な 武器となる ハサミは 攻撃のとき まれに もげるが 後から すぐに 生えてくる。
1038,1038,2,クラブ,危険が 迫ると 口から 吐き出す 泡で 全身を 包んで 体を 大きく みせようとする。
1039,1039,3,クラブ,危険がせまると 口から 吐きだす 泡で 全身を 包んで 体を 大きく みせようとする。
1040,1040,4,クラブ,砂浜に 穴を 掘り そこで 暮らしている。 エサの 少ない 砂浜では 場所取りをする クラブたちの 争いを みる ことが できる。
1041,1041,5,クラブ,砂浜に 穴を 掘って 暮らす。 ハサミは 戦いで 取れても また 生えてきて 元通り。
1042,1042,0,キングラー,硬い ハサミは 1万馬力の パワーを 持っているが 大きすぎて 動きが 鈍い。
1043,1043,1,キングラー,キョダイマックスの パワーによって 巨大になった 左の ハサミは なんでも 粉々に すり潰す。
1044,1044,2,キングラー,片方だけ 巨大か した ハサミは 鋼鉄の 硬さと 1万馬力を もつが 重すぎる。
1045,1045,3,キングラー,破壊力 抜群の 大きな ハサミだが 重すぎるので 戦わないときは じゃまになる。
1046,1046,4,キングラー,強アルカリ性の 泡を だす。吹きかけられた 相手の 体を たちまち 溶かしてしまう。
1047,1047,5,キングラー,キングラーは 巨大な ハサミを 振って 仲間同士で 合図を 送りあっているが ハサミが 重すぎて すぐに 疲れてしまう。
1048,1048,6,キングラー,大きいほうの ハサミの パワーは 1万馬力。 しかし 重すぎるため ねらいを つけることが 苦手だ。
1049,1049,7,キングラー,不格好に 大きくなった ハサミを 勢いよく 持ち上げると バランスが 崩れ よたついてしまう。
1050,1050,0,ビリリダマ,発電所などに 現れる。 モンスターボールと 間違えて 触って しびれる 人が 多い。
1051,1051,1,ビリリダマ,モンスターボールに 似ているのは 保護色の ためだと 言われるが 意外と 簡単に 自爆する。
1052,1052,2,ビリリダマ,モンスターボールが 売り出されたのと 同じ 時期に 発見された。 なにか 関係があると いわれる。
1053,1053,3,ビリリダマ,モンスターボールを つくっている 会社で 初めて 発見された ことと 姿形が 似ている ことの 関係は まだ ナゾである。
1054,1054,4,ビリリダマ,少しの ショックで すぐに 爆発する。 モンスターボールに 強力な パルスを 浴びせた ときに 生まれたと ウワサされている。
1055,1055,5,ビリリダマ,モンスターボールに そっくり。 間違って 触ると 感電したり ときには 爆発するので 危険。
1056,1056,0,マルマイン,少しの 刺激に 反応して 爆発する。バクダンボールという あだ名で 怖がられている。
1057,1057,1,マルマイン,少しでも 衝撃を 与えると 体内の エレクトンエネルギーが あふれて 爆発 してしまう。
1058,1058,2,マルマイン,あふれるほどの 電気エネルギーを 体内に ためこんでいるので 少しの 刺激で 爆発する。
1059,1059,3,マルマイン,空気中の 電気エネルギーを 食べる。 カミナリの 落ちる 日は 電気を 食べ過ぎた マルマインが あちらこちらで 大爆発する。
1060,1060,4,マルマイン,電気に 引き寄せられる 性質を 持つ。 主に 発電所に 集まってきて つくった ばかりの 電気を 食べてしまう 困りものだ。
1061,1061,5,マルマイン,電気エネルギーを ため過ぎて ぱんぱんに 膨らんだ マルマインが 風に 流されてくることが ある。
1062,1062,0,タマタマ,なにかの タマゴのようだが じつは 植物の タネにちかい 生き物であることが わかった。
1063,1063,1,タマタマ,タマの ひとつひとつが お互いに 引きあって 回転している。 6つでないと 安定しないのだ。
1064,1064,2,タマタマ,仲間思いの 6個の 卵は お互いに 引きつけ合い くるくる 回転している。 カラの ヒビが 増えると 進化は 間近だ。
1065,1065,3,タマタマ,テレパシーで 会話をしているため タマタマを 引き離そうとしても すぐに 集まって 6匹になる。
1066,1066,4,タマタマ,テレパシーで 仲間と 交信する。 植物と ある種の タイプの 遺伝子を 併せ持つと いう。
1067,1067,5,タマタマ,6匹で 1人前の ポケモン。 マケンカニに よく 狙われるが 念力を 使って 撃退する。
1068,1068,6,タマタマ,6匹で 1匹。 なにかあって 1匹 減っても 翌朝に なると 必ず 6匹に 戻っている。
1069,1069,7,タマタマ,アローラ産の タマタマは 同じ 大きさでも かなり 重たい。 しっかり 中身が 詰まっているのだ。
1070,1070,8,タマタマ,タマゴのように 見えるが 立派な ポケモン。 テレパシーで 仲間と 更新している らしいぞ。
1071,1071,9,タマタマ,6匹で いないと 落ち着かない。 1匹でも いなくなると とたんに 逃げ腰に なるのだ。
1072,1072,0,ナッシー,鳴き声が にぎやかなのは 3つある 頭が それぞれ 好きなことを 考えているからだ。
1073,1073,1,ナッシー,アローラ地方の 強い 日差しが タマタマの 秘めた 力を 目覚めさせた 結果が これなのだ。
1074,1074,2,ナッシー,3つの 頭は 考えることは 別々でも 仲良し なので ケンカしたり しないらしい。
1075,1075,3,ナッシー,南国 生まれの ナッシーの 頭は 強い 日差しを いっぱい 浴びて どんどん 育ち 地面に 落ちると タマタマに なると いう。
1076,1076,4,ナッシー,歩く 熱帯雨林と 呼ばれる。大きくなった 頭の ひとつが 地面に 落ちると タマタマになる。
1077,1077,5,ナッシー,それぞれの 頭に 意思が あり テレパシーで 話し合い みんなで なにを するのか 決めている。
1078,1078,6,ナッシー,アローラは 最高の 環境。 この姿が 本来の ナッシーだと 地元の 人々は 誇らしげだ。
1079,1079,7,ナッシー,ある時期が くると 3つの 頭の どれかが 落ちる。 それが やがて タマタマへと 成長 していく。
1080,1080,8,ナッシー,伸び伸び 育って サイコパワーは いらなくなり 眠れる ドラゴンの 力が 覚醒 したのだ。
1081,1081,9,ナッシー,サイコパワーで 敵を 迎え撃つ。 3つの頭 それぞれが 念力を 放つので その威力は 3倍だ。
1082,1082,10,ナッシー,ナッシーは アローラ人の 誇り。 歴史的な 絵画や 建物に その姿が 刻まれている。
1083,1083,11,ナッシー,3つの頭は 皆 別の ことを 考えている。 行きたい 方向が 違うと 身動きが とれなくなる。
1084,1084,12,ナッシー,長い首を ムチのように しならせ 頭を 相手に 叩きつける。 自分も 少しクラクラしてしまう。
1085,1085,13,ナッシー,3つの 頭は べつのことを 考えている。 自分以外は あまり 興味がない ようだ。
1086,1086,14,ナッシー,ギラギラと 照りつける 太陽の 光を 浴びた 結果 本来の 姿と 能力が 目覚めた。
1087,1087,15,ナッシー,3つの 頭が 一丸となって 撃つ サイコパワーは 強力。 空が 曇ると 動きが 鈍る。
1088,1088,16,ナッシー,エスパー能力は 弱まった。 しっぽの 頭が 微弱な テレパシーで 周囲を 探る。
1089,1089,0,カラカラ,死に別れた 母親の 骨を 頭に 被っている。寂しいとき 大声で 泣くという。
1090,1090,1,カラカラ,死んだ 母親の ホネを かぶる。 鳴き声は ホネの中で ひびいて もの悲しい メロディになる。
1091,1091,2,カラカラ,死に別れた 母親の 骨を いつも 被っているので 素顔が どんなふうか わからない。
1092,1092,3,カラカラ,2度と 会えない 母親の 面影を 満月に みつけて 泣き声を あげる。 被っている ホネの 染みは 涙の あと。
1093,1093,4,カラカラ,死に別れた 母親を 思い出し 泣いてしまうとき 頭に かぶった ホネが からからと 音を 立てる。
1094,1094,5,カラカラ,死に別れた 母を 思いだして 大声で 泣く。声を聞きつけた バルジーナに 空から 狙われる。
1095,1095,6,カラカラ,頭に 被った 頭がい骨は 死んだ 母親。 死の 悲しみを 乗り越えたとき 進化する という。
1096,1096,7,カラカラ,亡くした 母親を 思い 夜に 泣き叫ぶが そのせいで 天敵の バルジーナに 見つかってしまう。
1097,1097,8,カラカラ,母親の ホネを 被っているので 素顔も 表情も わからない。 ただ いつも ずっと 泣いているぞ。
1098,1098,9,カラカラ,死に別れた 母親を 思い出し 泣くと 頭に 被った 骨の 中で 物悲しく 響くのだ。
1099,1099,10,カラカラ,死んだ 母親の 骨を 被る。 夢を 見て 泣くことも あるけど 涙を 流すたびに 強くなる。
1100,1100,0,ガラガラ,体も 小さく もともと 弱かった。骨を 使うようになり 性格が 凶暴化 した。
1101,1101,1,ガラガラ,骨は 大事な 武器 である。ブーメランのように 投げて 獲物に ぶつけ 気絶 させる。
1102,1102,2,ガラガラ,体は 小さく 弱かったが ホネを うまく 使って 戦う 凶暴な 性格に なった。
1103,1103,3,ガラガラ,死に別れた 母親の 魂を 炎に 変えて 仲間を 弔う 踊りを 今宵も 踊る。
1104,1104,4,ガラガラ,母親に 会えない 悲しみを 乗り越えた カラカラが たくましく 進化した 姿。 鍛えられた 心は 簡単に くじけない。
1105,1105,5,ガラガラ,生まれたときから いつも 持っている ホネを 自在に 使いこなす。性格は 凶暴だ。
1106,1106,6,ガラガラ,元々は ひ弱で おくびょう。 進化で 骨を 振り回す 乱暴な 性質に なる。
1107,1107,7,ガラガラ,手にした ホネは 母のホネ。 死してなお 子を想う 母の無念は 炎となって ガラガラを 守る。
1108,1108,8,ガラガラ,骨を ブーメランのように 投げつけ 天敵だった バルジーナを 撃ち落とし 復しゅう するのだ。
1109,1109,9,ガラガラ,仲間を 弔う 習性。 道の すみに 盛り上がった 土が あったら それは ガラガラの 墓。
1110,1110,10,ガラガラ,ホネを 投げつけ バルジーナを 撃ち落す。 親の かたきを 討っていると 考えられている。
1111,1111,11,ガラガラ,緑 豊かな アローラ地方は ガラガラに とって 過酷な 土地。 生き延びるため 炎を 操る。
1112,1112,12,ガラガラ,リズミカルに ホネを 打ち鳴らし 仲間と 連絡を 取りあっている。 そのパターンは 50近く あるのだ。
1113,1113,13,ガラガラ,ホネで 殴ると 呪いの 炎が 燃えうつる。 いくら 水を かけても いつまでも 消えずに 燃え続けるぞ。
1114,1114,14,ガラガラ,悲しみを 乗りこえて たくましく 進化した。 骨を 武器にして 勇敢に 敵と 渡り合う。
1115,1115,15,ガラガラ,手にした 骨に 炎を 灯し 仲間を 弔う 踊りを 夜通し 踊りつづける。
1116,1116,16,ガラガラ,進化して 被っていた 母親の 骨が 一体化して そのうえ 凶暴な 性格に 変わった。
1117,1117,17,ガラガラ,骨に 灯った 呪いの 炎は いつまでも 治らない 痛みを 体と 心に 残すという。
1118,1118,0,サワムラー,脚が 自由に 伸び縮みして 遠く 離れている 場合でも 相手を 蹴り上げることができる。
1119,1119,1,サワムラー,脚が 自由に 伸び縮みして 遠く 離れている 場合でも 相手を 蹴り上げることが できる。
1120,1120,2,サワムラー,キックがあたる 瞬間! 足のウラが ダイヤモンドのように 硬くなって 相手を 破壊する。
1121,1121,3,サワムラー,見事な バランス感覚。 どんな 姿勢でも 連続で キックを 放てる すごい やつ。
1122,1122,4,サワムラー,連続で キックを 放つうちに 両足は どんどん 伸びて 逃げ出そうとする 相手も 蹴れる。
1123,1123,5,サワムラー,自在に 伸び縮みする 足で 強烈な キックを 放ち 相手を 蹴り倒す。 戦いの 後 疲れた 足を もみ解す。
1124,1124,6,サワムラー,足が 2倍の 長さに 伸びる。 はじめて 戦う 相手は その 間合いの 広さに 驚く。
1125,1125,0,エビワラー,プロボクサーの 魂が 乗り移っている。 パンチの スピードは 新幹線よりも 速い。
1126,1126,1,エビワラー,ねじり込むような パンチ攻撃! コンクリートの壁が ドリル状に 削られて やがて 穴が あく。
1127,1127,2,エビワラー,空気をも 切り裂く パンチ。 だが 3分間 攻撃すると ひと休み したくなるらしい。
1128,1128,3,エビワラー,空気を 切り裂く パンチ。 かすっただけで 火傷に なるほど パンチの スピードは 速いのだ。
1129,1129,4,エビワラー,世界チャンピオンを 目指していた ボクサーの 魂が 宿ったと いわれる エビワラーは 不屈の 精神で 絶対に へこたれない。
1130,1130,5,エビワラー,腕を ねじりながら 繰り出す パンチは コンクリートも 粉砕。 3分 戦うと ひとやすみする。
1131,1131,0,ベロリンガ,舌が 身長の 2倍もある。 エサを 取ったり 攻撃を したりと まるで 手のように 動かせる。
1132,1132,1,ベロリンガ,2メートルもある 長い 舌は 前足より 器用に 動かせる。 なめられると なぜか 痺れてくる。
1133,1133,2,ベロリンガ,長い 舌は ねばねばした だえきで べっとり。 どんなものでも くっついて とても 便利。
1134,1134,3,ベロリンガ,初めて 目に する ものは 必ず ペロリ。 舌触りと 味で 記憶しているのだ。 でも 酸っぱい ものは ちょっと 苦手。
1135,1135,4,ベロリンガ,2メートルもある 舌を 伸ばすと しっぽが 震えるので この2つは つながっている 可能性が ある。
1136,1136,5,ベロリンガ,長い ベロは だえきまみれで なめられると ぴりぴり しびれる。ベロが 伸びると しっぽが 縮む。
1137,1137,6,ベロリンガ,長い ベロで なんでも ベロリと 舐めて 確かめている。 舐められた 部分を 放っておくと かぶれるぞ。
1138,1138,7,ベロリンガ,汚れは ベロで 綺麗に 舐めとる。 舐めたあとは なんだか 臭いので 本当に 綺麗なのかは あやしい。
1139,1139,8,ベロリンガ,ネバネバした 唾液に 触れたまま 放っておくと ものすごい 痒みが はじまり とまらなくなるぞ。
1140,1140,9,ベロリンガ,虫ポケモンが おもな エサ。 長い 舌で 相手を 舐めて 痺れた ところを 丸飲みにする。
1141,1141,0,ドガース,薄い バルーン状の 体に 猛毒の ガスが つまっている。近くに 来ると くさい。
1142,1142,1,ドガース,暑いところ では 体の中の ガスが 膨らんで 破裂する 危険性も あるので 注意だ。
1143,1143,2,ドガース,刺激を 与えると ガスの 毒素が 強まり 体の あちこちから 勢いよく 吹き出す。 真ん丸に 膨らんだ 後 大爆発する。
1144,1144,3,ドガース,生ゴミと 体の 毒素を 化学反応 させる ことで 猛毒の ガスを つくりだす。 気温が 高いほど ガスが 沢山 できる。
1145,1145,4,ドガース,空気よりも 軽い ガスを 体に ためて 浮かんでいる。ガスは くさい上に 爆発する。
1146,1146,5,ドガース,薄い バルーン状の 体に 猛毒の ガスが 詰まっているので ときどき 大爆発を 起こす。
1147,1147,6,ドガース,毒ガスで パンパンの 体。 生ゴミの 腐った においを 求め ゴミ捨て場に やってくる。
