,0,bunrui,name,no,omosa,spec_bougyo,spec_hp,spec_kougeki,spec_subayasa,spec_tokubou,spec_tokukou,takasa,text_1,text_2,tokusei_1,tokusei_2,type_1,type_2
0,,だんがんポケモン,サナギラス,247,152.0,5,5,5,3,5,4,1.2,カラにおおわれているがじゆうにとびまわれる。かたさとはやさをもつのではかいりょくばつぐんだ。,さなぎだがじっとしていない。がんじょうなカラのしたではすでにてあしができている。,111,0,13,9
0,,よろいポケモン,バンギラス,248,202.0,7,6,8,4,6,6,2.0,どんなこうげきにもびくともしないからだをもっているためどんどんしょうぶをしかけてくる。,じひびきをならしながらあるくとおおきなやまでさえくずれまわりのちけいはかわってしまう。,92,0,13,16
0,,せんすいポケモン,ルギア,249,216.0,8,7,6,7,10,6,5.2,ふかいかいこうのそこでねむる。ルギアがはばたくと４０にちあらしがつづくといわれている。,うみのかみさまとつたえられるポケモン。あらしのよるすがたをみたというはなしがつたえられる。,194,0,11,10
0,,にじいろポケモン,ホウオウ,250,199.0,6,7,8,6,10,7,3.8,からだはなないろにかがやきとんだあとににじができるとしんわにのこされているポケモン。,こころただしきトレーナーのまえになないろのつばさをひからせながらすがたをあらわすとつたえられる。,194,0,2,10
0,,ときわたりポケモン,セレビィ,251,5.0,6,6,6,6,6,6,0.6,じかんをこえてあちこちさまよう。セレビィがすがたをあらわしたもりはくさきがおいしげるという。,じかんをこえるちからをつかう。へいわなじだいにだけすがたをみせるといわれている。,71,0,11,4
0,,もりトカゲポケモン,キモリ,252,5.0,3,3,3,5,4,4,0.5,すいちょくのカベもすいすいのぼる。しっぽでくうきのしつどをかんじあしたのてんきをあてる。,あしのうらのちいさなトゲがカベやてんじょうにひっかかるのでさかさまになってもおちないのだ。,82,0,4,0
0,,もりトカゲポケモン,ジュプトル,253,21.6,3,3,4,6,4,5,0.9,はったつしたふともものきんにくがきょういてきなしゅんぱつりょくとちょうやくりょくをうみだすぞ。,みつりんにせいそくする。えだからえだへとびうつりながらいどうしてえものにせっきんする。,82,0,4,0
0,,みつりんポケモン,ジュカイン,254,52.2,4,5,5,8,5,7,1.7,うでにはえたはっぱはたいぼくもすっぱりきりたおすきれあじ。みつりんのたたかいではむてき。,ジャングルをみがるにはしりまわりうでにはえたきれあじするどいはっぱでえものをしとめるのだ。,82,0,4,0
0,,ひよこポケモン,アチャモ,255,2.5,3,3,4,3,3,5,0.4,おなかにほのおぶくろをもつ。だきしめるとぽかぽかあたたかい。いのちあるかぎりもえつづける。,たいないでほのおがもえているのでだきしめるととてもあたたかい。１０００どのひのたまをとばす。,227,0,2,0
0,,わかどりポケモン,ワカシャモ,256,19.5,4,4,5,4,4,5,0.9,１びょうかんにキックを１０ぱつくりだすあしわざのもちぬし。するどいなきごえでいかくする。,たたかいになるとたいないのほのおがはげしくもえあがる。キックははかいりょくばつぐんだ。,227,0,2,7
0,,もうかポケモン,バシャーモ,257,52.0,5,5,8,5,5,7,1.9,３０かいだてのビルをジャンプでとびこすちょうやくりょく。ほのおのパンチがあいてをやきつくす。,きょうてきにであうとてくびからほのおをふきだす。ジャンプでビルをとびこすきゃくりょく。,227,0,2,7
0,,ぬまうおポケモン,ミズゴロウ,258,7.6,3,3,5,3,3,3,0.4,おおきなおびれでみずをかけばぐんぐんスピードがあがる。ちいさいからだでもちからもち。,あたまのひれでみずのながれをかんじてまわりのようすをしる。いわをもちあげるちからもち。,58,0,3,0
0,,ぬまうおポケモン,ヌマクロー,259,28.0,5,5,5,3,5,4,0.7,ぬかるんだあしばでもしっかりあるけるじょうぶなあしこし。どろにからだをうめてねむる。,ドロドロにぬかるんだあしばでせいかつするうちにきたえられきょうじんなあしこしになった。,58,0,3,9
0,,ぬまうおポケモン,ラグラージ,260,81.9,6,6,7,4,6,5,1.5,いわのようにかたいうでをひとふりするだけできょだいないわをコナゴナにくだくぞ。,おおがたせんをひっぱっておよぐパワーのもちぬし。ふというでのひとふりであいてをたたきのめす。,58,0,3,9
0,,かみつきポケモン,ポチエナ,261,13.6,3,3,4,3,2,2,0.5,しつこいせいかくのポケモン。めをつけたえものがヘトヘトにつかれるまでおいかけまわす。,するどいきゅうかくでねらったえものはぜったいににがさない。とってもしつこいせいかくだ。,139,158,16,0
0,,かみつきポケモン,グラエナ,262,37.0,5,5,6,5,4,4,1.0,すぐれたトレーナーのめいれいにはぜったいふくじゅう。おおむかしにむれでこうどうしていたなごり。,１０ひきていどのむれをつくっていっしみだれぬチームワークでえものをおいつめてしとめるのだ。,13,158,16,0
0,,まめだぬきポケモン,ジグザグマ,263,17.5,3,3,2,4,3,2,0.4,ジグザグにあるいてくさかげやじめんにうまっているたからものをみつけるのがとくいなポケモン。,こうきしんおうせいなポケモン。なににでもきょうみをもつのでいつもジグザグにあるいている。,228,54,1,0
0,,とっしんポケモン,マッスグマ,264,32.5,4,5,5,6,4,3,0.5,まっすぐはしるスピードはじそく１００キロをかるくこえる。まがったみちはとてもにがて。,じそく１００キロでえものにおそいかかるがまっすぐにしかはしれないのでしっぱいもおおい。,228,54,1,0
0,,いもむしポケモン,ケムッソ,265,3.6,3,3,3,2,2,2,0.3,はっぱがだいこうぶつ。ムックルにおそわれたときはおしりのトゲでげきたいする。,もりやくさむらにせいそく。てきにおそわれたときはおしりのどくのトゲでたいこうする。,244,0,12,0
0,,さなぎポケモン,カラサリス,266,10.0,4,3,3,1,2,2,0.6,いとをきのえだにまきつけている。いとについたあまみずをのみながらしんかのときをまっている。,いとについたあさつゆをのんでしんかのときをまちつづける。かたいマユがこうげきをふせぐ。,111,0,12,0
0,,ちょうちょポケモン,アゲハント,267,28.4,3,4,5,4,3,6,1.0,いろあざやかなはねのもようがとくちょう。ほそいくちをのばしてはなのあまいミツをすいとる。,ほそながいくちをつきさしてあいてのたいえきをすいとる。こうげきてきなせいかく。,222,0,12,10
0,,さなぎポケモン,マユルド,268,11.5,4,3,3,1,2,2,0.7,やわらかいいとでできたからだはじかんとともにかたくなっていく。ひびわれるとしんかはまぢかだ。,マユにこもっているあいだにうけたこうげきはしんかしてもわすれずにかならずしかえしする。,111,0,12,0
0,,どくがポケモン,ドクケイル,269,31.6,5,4,3,4,6,3,1.2,やこうせいのポケモン。あかりにさそわれたドクケイルががいろじゅのはをくいちらかす。,おそわれるとはげしくはばたいてもうどくのこなをまきちらす。ひがくれるとこうどうをはじめる。,244,0,12,8
0,,うきくさポケモン,ハスボー,270,2.6,2,3,2,2,3,3,0.5,きれいなみずをさがしてあるく。ながいじかんみずをのまないとあたまのはっぱがかれてしまう。,はっぱがおおきくなりすぎておもくなってしまったためみずにうかんでくらすようになった。,84,9,3,4
0,,ようきポケモン,ハスブレロ,271,32.5,3,4,3,3,5,4,1.2,ゆうぐれどきになるとかつどうをはじめるやこうせいのポケモン。かわぞこのみずごけをたべる。,ひあたりのよいみずべにすむ。ひるまはみずくさのベッドでねむりひがくれるとうごきだす。,84,9,3,4
0,,のうてんきポケモン,ルンパッパ,272,55.0,5,5,5,5,6,6,1.5,たのしいおんがくのリズムがルンパッパのさいぼうをかっせいかさせてパワーをはっきするのだ。,ようきなリズムにあわせてからだをうごかすことでパワーをぞうふくさせているのだ。,84,9,3,4
0,,どんぐりポケモン,タネボー,273,4.0,3,3,3,2,2,2,0.5,じっとうごかずにいるときのみとそっくり。ついばみにやってきたポケモンをおどろかせてあそぶ。,あたまのさきをえだにくっつけてぶらさがる。きょうふうにあおられおちてしまうこともあるのだ。,236,159,4,0
0,,いじわるポケモン,コノハナ,274,28.0,3,5,5,4,3,4,1.0,もりのおくふかくにせいそく。あたまのはっぱでふえをつくりふあんにさせるねいろをだす。,コノハナのふくくさぶえのおとはきいたものをふあんにさせる。たいぼくにあいたあなでくらす。,236,159,4,16
0,,よこしまポケモン,ダーテング,275,59.6,4,6,6,5,4,6,1.3,もりのかみさまとおそれられていたポケモン。あいてのかんがえをよみさきまわりするのうりょくをもつ。,もりのおくでひっそりとくらす。おおきなうちわをあおぐとこがらしがふくといわれている。,236,159,4,16
0,,こツバメポケモン,スバメ,276,2.3,2,3,4,5,2,2,0.3,つよいあいてにもゆうかんにたちむかうこんじょうのもちぬし。あたたかいとちをめざしてとぶ。,さむいきせつはにがて。あたたかいとちをさがし１にち３００キロのきょりをとんでいどうする。,61,0,1,10
0,,ツバメポケモン,オオスバメ,277,19.8,4,4,5,8,3,5,0.7,２ほんのおばねがピンとたっていればけんこうなしょうこ。ゆうがにおおぞらをとびまわる。,もりにすむえものをみつけるとじょうくうからきゅうこうか。するどいツメでつかまえる。,61,0,1,10
0,,うみねこポケモン,キャモメ,278,9.5,2,3,2,5,2,4,0.6,きりたったがけにすをつくりうみかぜをりようしてひろいそらをじょうしょうしかっくうするのだ。,くうきのながれをりようしてはばたかずにそらへまいあがる。うみべのがけにすをつくる。,98,21,3,10
0,,みずどりポケモン,ペリッパー,279,28.0,6,4,3,4,5,6,1.2,くちのなかにちいさなポケモンやタマゴをいれてあんぜんなばしょにとどけてくれるそらのはこびや。,かいめんすれすれをとんでおおきなくちばしでかいすいごとエサをすくいとってはこぶのだ。,98,10,3,10
0,,きもちポケモン,ラルトス,280,6.6,2,2,2,3,3,3,0.4,ひとやポケモンのかんじょうをびんかんにキャッチ。てきいをかんじるとものかげにかくれる。,あかいツノでひとやポケモンのあたたかなきもちをキャッチするとぜんしんがほのかにあつくなる。,81,135,11,18
0,,かんじょうポケモン,キルリア,281,20.2,3,3,3,3,4,4,0.8,トレーナーがよろこぶとキルリアにエネルギーがみちあふれたのしそうにくるくるとおどる。,サイコパワーをあやつりまわりのくうかんをねじまげることでみらいをみとおすことができる。,81,135,11,18
0,,ほうようポケモン,サーナイト,282,48.4,4,4,4,5,7,8,1.6,みらいをよちするちからをもつ。トレーナーをまもるときにさいだいパワーをはっきする。,トレーナーをまもるためならサイコパワーをつかいきりちいさなブラックホールをつくりだす。,81,135,11,18
0,,あめんぼポケモン,アメタマ,283,1.7,2,3,2,4,4,3,0.5,すいめんをすべるようにいどう。エサをもとめてシズクモとケンカすることもしばしば。,きけんがおよぶとあたまのさきからあまいあじのえきたいがにじみだす。とりポケモンがきらいなあじだ。,84,0,12,3
0,,めだまポケモン,アメモース,284,3.6,4,5,4,5,5,6,0.8,しょっかくにあるめだまもようでてきをいかく。４まいのはねでぜんごさゆうにとびまわる。,はねやしょっかくはしっけがにがて。あめあがりにはたいようのほうをむいてからだをかわかす。,13,0,12,10
0,,きのこポケモン,キノココ,285,4.5,4,4,3,3,4,3,0.4,しめったばしょをこのみひるまはもりのこかげでじっとしている。あたまからどくのこなをだす。,あたまのてっぺんからどくほうしをふきだす。ほうしをすいこむとからだのふしぶしがいたくなる。,201,199,4,0
0,,きのこポケモン,キノガッサ,286,39.2,5,4,8,5,4,4,1.2,みじかいうではパンチをだすときぐーんとのびる。プロボクサーかおまけのテクニックをもつ。,どくのほうしをばらまきすいこんでくるしむあいてにきょうれつなパンチをくらわせる。,201,199,4,7
0,,なまけものポケモン,ナマケロ,287,24.0,4,4,4,2,3,3,0.8,ナマケロのなまけたようすはみているひとのなまけごころをぞんぶんにしげきするのだ。,１にちにはっぱを３まいもたべればまんぞくでそれいがいは２０じかんもねむっている。,138,0,1,0
0,,あばれザルポケモン,ヤルキモノ,288,46.5,5,5,5,6,4,4,1.4,しんぞうのこどうがはやくぜんしんのちがたぎっているため１びょうもじっとしていられない。,からだをうごかしていないとストレスがたまりすぎてぐあいがわるくなってしまうのだ。,231,0,1,0
0,,ものぐさポケモン,ケッキング,289,130.5,6,9,10,6,4,6,2.0,せかいいちぐうたらなポケモン。てがとどくはんいのエサをたべつくすといばしょをかえる。,せかいいちのぐうたらだがたまったエネルギーをいっきにだすことでおそろしいパワーをはっきする。,138,0,1,0
0,,したづみポケモン,ツチニン,290,5.5,6,2,3,3,2,2,0.5,ながいあいだちちゅうでくらしていたためめはほとんどみえない。しょっかくでようすをさぐる。,１０ねんいじょうつちのなかでくらすこともある。じゅもくのねっこからえいようをすいとる。,179,0,12,9
0,,しのびポケモン,テッカニン,291,12.0,3,4,6,10,3,3,0.8,なきごえをききつづけるとずつうがおさまらなくなる。みえないほどのはやさでうごく。,どんなこうげきでもよけてしまうといわれるほどすばやいポケモン。あまいじゅえきがだいこうぶつ。,33,0,12,10
0,,ぬけがらポケモン,ヌケニン,292,1.2,3,1,6,3,2,2,0.8,ツチニンがしんかするときにいつのまにかモンスターボールにはいっているふしぎなポケモンだ。,ハネをうごかさずにとびまわる。からだのなかはからっぽでいきをしないふしぎなポケモン。,183,0,12,14
0,,ささやきポケモン,ゴニョニョ,293,16.3,2,4,3,2,2,3,0.6,なきごえは１００デシベルをこえるおんりょう。ちかくでなかれるといちにちずつうがおさまらない。,なきはじめるとじぶんのこえにおどろいてさらにはげしくなく。なきつかれるとねむってしまう。,200,0,1,0
0,,おおごえポケモン,ドゴーム,294,40.5,3,5,5,3,3,5,1.0,みみはスピーカーのやくわり。いっけんやをふきとばすいりょくのおんぱをみみからほうしゃする。,おおごえはちょうかくだけでなくくうきのあつりょくとなりてきをふきとばしダメージをあたえる。,200,0,1,0
0,,そうおんポケモン,バクオング,295,84.0,4,7,6,4,5,6,1.5,むかしのひとはとおくはなれたまちどうしのれんらくほうほうにバクオングのおおごえをつかった。,おおごえだけじゃない。からだのあなからいろいろなねいろをだしなかまといしそつうをするのだ。,200,0,1,0
0,,こんじょうポケモン,マクノシタ,296,86.4,2,5,4,2,2,2,1.0,もともとはほかのちほうからつれてこられたがいまはアローラのマクノシタのほうがゆうめい。,あさめざめるとみんなでけいこ。ひるになるとエサをたべひるね。めざめればまたけいこのまいにち。,5,61,7,0
0,,つっぱりポケモン,ハリテヤマ,297,253.8,4,9,8,3,4,3,2.3,かいりきでしられるがとしおいるとたたかうことをやめマクノシタにけいこをつけるようになるのだ。,はりていっぱつでトラックをふっとばすほどのかいりきでちからくらべがだいすき。,5,61,7,0
0,,みずたまポケモン,ルリリ,298,2.0,3,3,2,2,3,2,0.2,ゴムまりのようにはずむしっぽのたまにはせいちょうにひつようなえいようがたっぷりつまっている。,おとなしいポケモンだがおこるとしっぽのおおきなたまをぶんぶんふりまわしてたたきつけてくるぞ。,5,116,1,18
0,,コンパスポケモン,ノズパス,299,97.0,8,2,3,2,6,3,1.0,ノズパスのはなのじしゃくはぜったいにくるわないのでたびするトレーナーのよきパートナーだ。,きょうりょくなじりょくでえものをひきよせる。てつをひきよせみをまもることもある。,40,79,13,0
0,,こねこポケモン,エネコ,300,11.0,3,3,3,3,3,3,0.6,うごくものをついおってしまう。じぶんのしっぽをおいかけておなじばしょをグルグルまわる。,じぶんのしっぽをおいかけてあそんでいるとめをまわすといったかわいらしいいちめんをみせる。,225,146,1,0
0,,おすましポケモン,エネコロロ,301,32.6,4,5,4,6,4,4,1.1,きたないばしょがだいきらい。いごこちのよいばしょでいつもけなみをていれしている。,うつくしいけなみをもちじょせいトレーナーにだいにんき。きまったすみかをもたない。,225,146,1,0
0,,くらやみポケモン,ヤミラミ,302,11.0,5,3,5,3,4,4,0.5,ほうせきのひとみがあやしくかがやくときひとのたましいをうばうとおそれられるポケモン。,ほうせきのけっしょうをたべる。くらやみのなかではりょうめがほうせきのかがやきをはなつ。,98,6,16,14
0,,あざむきポケモン,クチート,303,11.5,5,3,5,3,4,4,0.6,おとなしいかおであいてをゆだんさせてからおおあごでがぶり。かみつくとぜったいにはなさない。,はがねのツノがへんけいしてできたおおきなアゴであいてにがぶりとかみつくのだ。,30,13,17,18
0,,てつヨロイポケモン,ココドラ,304,60.0,6,3,5,2,3,3,0.4,てっこうせきやたまにてつどうのレールをたべてからだをまもるはがねのよろいがつくられる。,しんかのときはがねのよろいがはがれおちる。むかしのひとはひろってせいかつにやくだてた。,40,15,17,13
0,,てつヨロイポケモン,コドラ,305,120.0,9,4,6,3,3,3,0.9,コドラがくらすやまはわきみずとてっこうせきがほうふなのでひととあらそいになることもおおかった。,からだをぶつけあってなわばりをあらそう。はがねのよろいはよくみるときずやへこみがあるのだ。,40,15,17,13
0,,てつヨロイポケモン,ボスゴドラ,306,360.0,11,5,7,3,4,4,2.1,ぶあついてっぱんをつらぬくほどのするどいツノをたいあたりとともにくらわせててきをしとめる。,おおむかしボスゴドラのつよさにあやかりあたまのかたちをもしたかぶとをかぶるおうさまがいた。,40,15,17,13
0,,めいそうポケモン,アサナン,307,11.2,4,2,3,4,4,3,0.6,いつもはやまおくでしゅぎょう。めいそうをしてせいしんりょくをたかめるとからだがうかびあがる。,１にち１こだけきのみをたべる。くうふくにたえることでこころがとぎすまされていく。,237,0,7,11
0,,めいそうポケモン,チャーレム,308,31.5,5,4,4,5,5,4,1.3,ダンスのようなゆうがなうごきでこうげきをかわしてきょうれつないちげきをあいてにおみまいする。,ヨガのしゅぎょうできたえられたサイコパワーであいてのうごきをよそくすることができるのだ。,237,0,7,11
0,,いなずまポケモン,ラクライ,309,15.2,3,3,3,4,3,4,0.6,せいでんきをたいもうにたくわえてほうでんする。あらしがちかづくとぜんしんからひばなをちらす。,せいでんきをたいもうにためる。くうきのかんそうしたきせつにはぜんしんからひばなをちらす。,103,172,5,0
0,,ほうでんポケモン,ライボルト,310,40.2,4,5,5,7,4,7,1.5,でんきできんにくをしげきするのですばやくうごける。きんにくつうもでんきでほぐすのですぐなおる。,ひとまえにはめったにすがたをみせない。かみなりのおちたばしょにすみかがあるという。,103,172,5,0
0,,おうえんポケモン,プラスル,311,4.2,3,4,3,6,5,5,0.4,ひばなのボンボンをつくってなかまをおうえんする。でんちゅうからでんきをすいとる。,でんちゅうからでんきをすいとる。からだにためたでんきをショートさせておとをだす。,188,0,5,0
0,,おうえんポケモン,マイナン,312,4.2,3,4,3,6,5,5,0.4,マイナンとプラスルのでんきはけつえきのながれをよくしてこりをほぐすこうかがある。,なかまをおうえんするしゅうせい。まけそうになるとからだからだすひばなのかずがどんどんふえる。,207,0,5,0
0,,ほたるポケモン,バルビート,313,17.7,5,4,5,5,5,3,0.7,よるになるとおしりをひからせなかまとかいわする。イルミーゼのだすあまいかおりがだいすき。,みずのきれいないけにせいそく。よるになるとおしりがひかりてんめつさせてなかまとかいわ。,154,222,12,0
0,,ほたるポケモン,イルミーゼ,314,17.7,5,4,3,5,5,5,0.6,あまいかおりでバルビートをゆうどうして２００いじょうのもようをよぞらにえがく。,あまいかおりでバルビートをゆうどうしてよぞらにひかりのサインをえがく。,136,19,12,0
0,,いばらポケモン,ロゼリア,315,2.0,3,3,4,4,5,6,0.3,はなのかおりをかぐときもちがリラックスする。かおりのつよいロゼリアはげんきなしょうこ。,みぎてとひだりてで２しゅるいのどくをつかいわけてこうげきする。かおりがつよいほどげんきだ。,71,133,4,8
0,,いぶくろポケモン,ゴクリン,316,10.3,4,5,3,3,4,3,0.4,しんぞうやのうみそはちいさくからだのだいぶぶんがいぶくろ。なんでもとかすいえきをだす。,なんでもしょうかするいぶくろ。しょうかするときにはっせいするガスはきょうれつなあくしゅうだ。,197,143,8,0
0,,どくぶくろポケモン,マルノーム,317,80.0,5,6,5,4,5,5,1.7,なんでもまるのみしてしまう。けあなからもうどくのたいえきをぶんぴつしててきにあびせかける。,くちにはいるおおきさのものならなんでもまるのみ。とくしゅないえきでなんでもしょうかする。,197,143,8,0
0,,どうもうポケモン,キバニア,318,20.8,2,3,6,4,2,4,0.8,えものをみつけても１ぴきのときはおそわない。なかまがくるのをまってしゅうだんでおそいかかる。,するどいキバとたくましいアゴをもつ。ふなのりたちはキバニアのすみかにはけっしてちかづかない。,66,0,3,16
0,,きょうぼうポケモン,サメハダー,319,88.8,3,5,8,6,3,6,1.8,えもののにおいをかぎとるとおしりからかいすいをふんしゃしてじそく１２０キロでしゅうげきする。,うみのギャングとよばれせいそくかいいきにはいりこんでしまったふねはもれなくおそわれてしまう。,66,0,3,16
0,,たまくじらポケモン,ホエルコ,320,130.0,3,8,5,4,3,5,2.0,のみこんだかいすいをめのうえのはなのあなからふきだしアピール。まいにち１トンのヨワシをくう。,かいすいをたくさんのみこむとからだがボールのようにはずむ。まいにち１トンのエサをたべる。,218,136,3,0
0,,うきくじらポケモン,ホエルオー,321,398.0,3,10,6,4,3,6,14.5,おおきなからだをなみのうえでジャンプさせしょうげきをうみだしあいてをきぜつさせることがある。,とにかくどでかいのでにんき。ホエルオーウォッチングはかくちでにんきのかんこうプランなのだ。,218,136,3,0
0,,どんかんポケモン,ドンメル,322,24.0,3,4,4,3,3,4,0.7,しゃくねつのマグマをせなかのコブにためている。あめにあたるとマグマがひえてうごきがにぶる。,１２００どのマグマをたいないにためこんでいる。ほのおのわざをつかうとコブはちいさくしぼむ。,136,114,2,9
0,,ふんかポケモン,バクーダ,323,220.0,5,5,6,3,5,7,1.9,せなかのコブのかざんは１０ねんごとにだいふんかするがはげしくおこってもふんかする。,おこるとしゃくねつのマグマをせなかのコブからふきあげる。かざんのかこうにすみかがある。,209,148,2,9
0,,せきたんポケモン,コータス,324,80.4,9,5,5,2,5,5,0.5,こうらのなかでせきたんをもやしエネルギーにしている。ピンチのときはくろいススをふきだす。,つかわれなくなったたんこうにはたくさんのコータスがすみついてせきたんをせっせとほっている。,80,168,2,0
0,,とびはねポケモン,バネブー,325,30.6,3,4,2,4,5,5,0.7,しっぽをバネのかわりにいつもとびはねている。はねるしんどうでしんぞうをこどうさせているのだ。,しっぽでとびはねてしんぞうをうごかしている。パールルのつくったしんじゅをあたまにのせている。,5,208,11,0
0,,あやつりポケモン,ブーピッグ,326,71.5,4,5,3,5,7,6,0.9,くろしんじゅでサイコパワーをつよめきみょうなステップであいてのこころをあやつるぞ。,くろしんじゅでサイコパワーをぞうふくさせる。ふしぎなステップであいてのこころをあやつる。,5,208,11,0
0,,ぶちパンダポケモン,パッチール,327,5.0,4,4,4,4,4,4,1.1,フラフラおぼつかないあしどりだがパッチールじたいはまっすぐにあるいているつもりだよ。,ブチもようは１ぴき１ぴきちがう。わずかなブチのいちのちがいをたのしむマニアもいるという。,208,118,1,0
0,,ありじごくポケモン,ナックラー,328,15.0,3,3,6,1,3,3,0.7,さばくにつくられたすあなはすりばちのかたちをしているのでおちてしまうとだっしゅつふかのう。,ぜったいにだっしゅつふかのうなすりばちじょうのすあなをつくってえものがおちてくるのをまつ。,30,11,9,0
0,,しんどうポケモン,ビブラーバ,329,15.3,3,3,5,5,3,3,1.1,２まいのハネをこうそくでしんどうさせてだすちょうおんぱははげしいずつうをひきおこす。,ハネをせいちょうさせるためにまいにちたいりょうのえものをしょうかえきでとかしてすする。,187,0,9,15
0,,せいれいポケモン,フライゴン,330,82.0,5,5,6,6,5,5,2.0,みずからがまきおこすすなあらしのちゅうしんにいるのでめったにひとまえにあらわれないポケモン。,はばたくおとがおんなのひとのうつくしいうたごえににているためさばくのせいれいとよばれている。,187,0,9,15
0,,サボテンポケモン,サボネア,331,51.3,3,3,5,3,3,5,0.4,あめがすくないかんそうしたちいきにせいそく。１ねんに１かいきいろのはなをさかせる。,さばくなどのかこくなかんきょうをこのむ。からだのなかにたくわえたみずで３０にちかんいきられる。,94,0,4,0
0,,カカシぐさポケモン,ノクタス,332,77.4,4,5,7,4,4,7,1.3,よるになるとかつどうをはじめる。さばくのあつさにつかれはてたえものをみつけだしとらえるのだ。,さばくのたびびとのうしろをしゅうだんでつきまといつかれてうごけなくなるのをまつのだ。,94,0,4,16
0,,わたどりポケモン,チルット,333,1.2,4,3,3,3,5,3,0.4,まわたのようなつばさはくうきをふくんでふわふわのさわりごこち。こまめなていれをかかさない。,わたぐもにみえるためてきからみつかりにくい。せだいをかさねるうちつばさがしろくなったという。,71,0,1,10
0,,ハミングポケモン,チルタリス,334,20.6,6,5,5,5,7,5,1.1,おおぞらをゆったりととびながらみみにしたものをうっとりさせるうつくしいハミングをかなでる。,やさしいせいしつだがおこらせるとするどいなきごえでいかくしてようしゃないこうげきをくわえる。,71,0,15,10
0,,ネコイタチポケモン,ザングース,335,40.3,4,5,7,6,4,4,1.3,なんせだいにもわたってハブネークとたたかってきた。するどいツメがさいだいのぶき。,ハブネークのにおいをかぐだけでぜんしんのたいもうがさかだつ。するどいツメがてきをきりさく。,226,0,1,0
0,,キバへびポケモン,ハブネーク,336,52.5,4,5,6,4,4,6,2.7,もうどくがしみだしているするどいきれあじのしっぽですばやいザングースにたちむかう。,しっぽのかたなはいつもいわでといでいるのできれあじばつぐん。ザングースとはいんねんのあいだ。,111,0,8,0
0,,いんせきポケモン,ルナトーン,337,168.0,4,6,4,5,5,6,1.0,つきのみちかけとパワーのぞうげんがかんけいしているらしくまんげつのよるかっぱつになる。,４０ねんまえにいんせきのおちたばしょではじめてみつかった。にらむだけでてきをねむらせる。,187,0,13,11
0,,いんせきポケモン,ソルロック,338,154.0,5,6,6,5,4,4,1.2,からだをかいてんさせるとたいようのようなひかりをはなちてきのめをくらませる。,たいようエネルギーがパワーのみなもとなのでひるまはつよい。かいてんするとからだがひかる。,187,0,13,11
0,,ひげうおポケモン,ドジョッチ,339,1.9,3,3,3,4,3,3,0.4,ぬるぬるのからだはつかみにくい。あるちほうではどろがかたまってドジョッチがうまれたといわれる。,２ほんのながいヒゲでにごったかわぞこをさぐる。ヌルヌルしたねんまくがからだをまもっている。,136,44,3,9
0,,ひげうおポケモン,ナマズン,340,23.6,5,7,5,4,5,5,0.9,ぬまのそこにすみかをつくる。いきものならすききらいなくなんでもたべてしまうおおぐらい。,おおきなぬまをなわばりにする。てきがちかづくとおおあばれしておおきなじしんをおこすのだ。,136,44,3,9
0,,ごろつきポケモン,ヘイガニ,341,11.5,4,3,5,3,3,3,0.6,どんなにみずがよごれたかわでもてきおうしてふえていくタフなせいめいりょくのもちぬし。,がいこくからやってきたポケモンがやせいかした。どんなにきたないかわでもてきおうしてしまう。,30,68,3,0
0,,ならずものポケモン,シザリガー,342,32.8,5,4,8,4,4,6,1.1,きょだいなハサミをふりまわすあばれもの。そだてるのがとてもむずかしいポケモンといわれる。,たたかいをこのむせいかく。すみかにちかづくあいてをようしゃなくたたきのめす。,30,68,3,16
0,,どぐうポケモン,ヤジロン,343,21.5,4,3,3,4,5,3,0.5,いっぽんあしでかいてんしながらいどうする。さかさまになってかいてんするヤジロンもみかける。,こだいいせきではっけんされた。かいてんしながらいどう。よるねむるときもいっぽんあしだ。,187,0,9,11
0,,どぐうポケモン,ネンドール,344,108.0,7,4,5,5,8,5,1.5,２まんねんまえのこだいじんがつくったドロにんぎょうからうまれたらしいナゾのポケモン。,こだいじんのどろにんぎょうからうまれたらしい。ねんりきをつかいくうちゅうにういていどうする。,187,0,9,11
0,,ウミユリポケモン,リリーラ,345,23.8,5,4,3,2,6,4,1.0,かせきからふくげんしたポケモン。およそ１おくねんまえのあたたかいうみにせいそくしていた。,かいていのいわにはりつきえものがちかくにくるとはなびらのようなしょくしゅでからめとる。,49,0,13,4
0,,いわつぼポケモン,ユレイドル,346,60.4,6,6,5,3,7,5,1.5,あしがみじかくあゆみはおそいがくびとしょくしゅが３ばいのびてとおくにいるえものをつかまえる。,しょくしゅでえものをつかまえるとそのまましょうかえきでとかしてえいようぶんをきゅうしゅうする。,49,0,13,4
0,,むかしエビポケモン,アノプス,347,12.5,3,3,6,5,3,3,0.7,かせきからふくげんしたポケモン。１おくねんほどまえのうみでくらし２ほんのツメでかりをしていた。,８まいのハネをボートのオールのようにうごかしはやくおよげる。むしポケモンのそせんのいっしゅ。,37,0,13,12
0,,かっちゅうポケモン,アーマルド,348,68.2,6,5,8,3,5,5,1.5,しんかしてりくちにあがった。かはんしんがきょうかされしっぽのいちげきはすごいはかいりょくだ。,りくちでせいかつするがおよぎもとくい。えものをもとめてうみにもぐりするどいツメでしとめる。,37,0,13,12
